word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
descriptive	0.10569620505	0.159707844257	0.21357820182999998	0.137939743698	0.185390561819	0.188976936043	1.49504125054	eng	j	18034	Neither	Abstract	descriptive	0.22	jj	8089
desert	0.00898795574905	-0.00138767299359	-0.0640498735011	0.013530200813	-0.105538453907	-0.0027996556891599998	22.9080179706	eng	n	3299	Neither	Neither	desert	0.26	nn1	2377
deserted	-0.024155108258099998	0.09239005297419998	0.0344763919711	0.0016775256080999998	0.018669746816099998	-0.024216306395799997	11.42846797	eng	v	5470	Neither	Neither	deserted	0.03	jj	13479
deserter	-0.0657238326967	-0.053220979869400005	-0.028282420709700003	0.050556162372199995	0.0389911402017	0.00450389483012	1.00563508395	eng	n	21648	Neither	Neither	deserter	0.09	nn1	47347
deserters	-0.09309758991	0.0162593284622	0.015843492932599998	-0.0033216398442199994	0.0755538009107	0.037013178691300004	2.0995205232900003		n	15346	Neither	Neither	deserter	0.08	nn2	36326
deserting	0.12091054767300001	0.153229311108	0.0871526934206	0.08370532095430001	0.0865165591239	-0.019502906594499998	1.9150490008400003		v	16071	Abstract	Neither	desert	0.04	vvg	42415
desertion	0.160408012569	0.17052461951900003	0.12345780059599999	0.117309480906	0.131596259773	0.0411469228566	3.7828410658	eng	n	11106	Abstract	Neither	desertion	0.05	nn1	33843
deserts	0.027765584178299996	0.0246156873182	-0.0107431048527	0.0245225420222	-0.0988182164731	0.040286217816199996	9.147341920219999		n	6390	Neither	Neither	desert	0.04	nn2	17562
deserve	0.18847908824700002	0.211502157152	0.173312529921	0.21372621506499997	0.07409138977530001	0.107475169003	46.0610133559	eng	v	1829	Abstract	Abstract	deserve	0.01	vv0	4511
deserved	0.159975901246	0.216905631125	0.19446837157000002	0.21780842542599999	0.07145395129919999	0.0744090713561	20.588383207	eng	v	3573	Abstract	Abstract	deserve	0.01	vvd	9417
deservedly	0.0772368609905	0.161081835628	0.19994176179200002	0.19889609515599999	0.09445118904110002	0.0780431553721	5.24441893714	eng	a	9189	Neither	Abstract	deservedly	0.03	rr	39904
deserves	0.14424487203400002	0.13889221847000002	0.19000966847	0.179263889789	0.0787700265646	0.10135577991599999	25.676688111799997		v	3036	Abstract	Abstract	deserve	0.01	vvz	6326
deserving	0.177813127637	0.246036738158	0.294798284769	0.272674039007	0.147069692611	0.15166413038899998	11.5566397621	eng	v	5427	Abstract	Abstract	deserving	0.01	jj	15462
design	0.24263927340500002	0.138418480754	0.139576390385	0.133232459426	0.164887152612	0.131373755634	183.413938305	eng	n	473	Abstract	Abstract	design	0.13	nn1	903
designation	0.148878037929	0.131546959281	0.185157224536	0.10378999263000001	0.22705963999	0.09961316362	2.4277792088299996		n	14230	Abstract	Abstract	designation	0.02	nn1	12081
designed	0.08261403813960001	0.115172553808	0.101708333939	0.034387866035099995	0.0614961143583	0.0984209775925	72.3893835065	eng	v	1195	Neither	Neither	design	0.02	vvn	1148
designing	0.0943376794458	0.161922834814	0.132232032716	0.1484317258	0.105388328433	0.0845291279256	9.1677688901	eng	v	6374	Neither	Abstract	design	0.12	vvg	7134
designs	0.24418663233600002	0.192921429872	0.138746768236	0.146525405347	0.160963371396	0.11306247860200001	55.813018641899994		n	1517	Abstract	Abstract	design	0.08	nn2	3846
desirable	0.18257378786800002	0.269104421138	0.300309479237	0.222411103547	0.166526213288	0.23080697655699997	12.9440422222	eng	j	5016	Abstract	Abstract	desirable	0.01	jj	6612
desire	0.23386231809799998	0.19272693991700002	0.17305029183600001	0.24016083031899998	0.0397693142295	0.12275090441099999	178.41044608599998	eng	v	488	Abstract	Abstract	desire	0.03	nn1	1886
desired	0.028330075554499998	0.0827358551323	0.0809588097036	0.0361865051091	0.019511575810599997	-0.0628926828504	88.69041472200001	eng	v	963	Neither	Neither	desired	0.01	jj	7681
desires	0.242856040597	0.213465735316	0.170500032604	0.244101673365	0.0439714919776	0.179980441928	54.6831253259		n	1554	Abstract	Abstract	desire	0.02	nn2	8349
desiring	0.06338829547159999	0.11507595703	0.08847821131349999	0.0805637352169	0.0225751362741	-0.0375649593771	20.172015039		v	3639	Neither	Neither	desire	0.09	vvg	27721
desirous	0.106352955103	0.20500090718199998	0.228224441409	0.167295768857	0.101550236345	0.0778224095702	36.1697720796	eng	j	2259	Neither	Abstract	desirous	0.04	jj	42518
desist	0.104742608964	0.146242141724	-0.010211236309299999	0.0844947807491	0.0699564032256	-0.0332340542227	3.77948653915		v	11115	Neither	Neither	desist	0.05	vv0	36598
desisted	0.08239736407989999	0.15023312717700002	0.0628180205822	0.05915645509959999	0.103766757995	0.0025418080040300003	0.815616006241		v	23659	Neither	Neither	desist	0.0	vvd	87387
desk	-0.134449005127	-0.25720244645999996	-0.181956000627	-0.17033307254299998	-0.16438433527899998	-0.172875389457	1.22604981283	eng	n	19767	Neither	Concrete	desk	0.03	nn1	1791
desolate	-0.102778006345	0.0164094418287	-0.010121315252	-0.00258793449029	-0.117804210633	-0.011904182843799998	7.46048941785		j	7323	Neither	Neither	desolate	0.02	jj	16726
desolation	0.012075028382299999	0.0550418253988	0.0210918812081	0.0285130711272	-0.00450743397232	0.0402546580881	8.06623202128		n	6956	Neither	Neither	desolation	0.14	nn1	25461
despair	0.168370082975	0.140717931091	0.0897487737238	0.10685960203400001	-0.0766320228577	0.022588703781400002	34.6927840749	eng	n	2338	Abstract	Neither	despair	0.04	nn1	6952
despaired	0.0959093347192	0.129591487348	0.12022789940300001	0.0349506568164	0.0446907058358	0.0495402812958	2.31850209343		v	14591	Neither	Neither	despair	0.0	vvd	46213
despairing	0.08227068930869999	0.10717995464800001	0.07175306230789999	0.0670154616237	-0.040899358689800006	-0.00586784246846	3.60996502705	eng	v	11388	Neither	Neither	despairing	0.06	jj	27688
desperate	0.11053180322100001	0.193431898952	0.164616271853	0.120434436948	0.0791231766343	0.084841042757	20.8089348309	eng	j	3548	Neither	Abstract	desperate	0.09	jj	3538
desperately	0.0126124722883	0.0899569094181	0.0336075276137	0.06736908107999999	-0.0875362083316	0.0673741027713	2.48923621228	eng	a	14032	Neither	Neither	desperately	0.03	rr	5520
desperation	0.143076851964	0.145681336522	0.0892852582037	0.116505615413	-0.00195576672559	0.0919879302382	1.27378749675	eng	n	19426	Abstract	Neither	desperation	0.04	nn1	10005
despicable	0.0943719409406	0.204637698829	0.22774394601599998	0.215119019151	0.11486305669000002	0.242173030972	6.0757620144199995		j	8360	Neither	Abstract	despicable	0.04	jj	23257
despise	0.18216611445	0.255928695202	0.139643356204	0.239746317268	-0.0435014739633	0.151841521263	24.6330801878	eng	v	3113	Abstract	Abstract	despise	0.01	vv0	21505
despised	0.10229670256300001	0.256116509437	0.218898706138	0.22214861214200002	0.0302620483562	0.11749915406099999	14.4016446347		v	4683	Neither	Abstract	despise	0.01	vvd	25191
despises	0.160320453345	0.189798012376	0.146372586489	0.186649978161	0.003933040687119999	0.151390649378	1.65039771076		v	17229	Abstract	Abstract	despise	0.0	vvz	40896
despising	0.156769178807	0.238620527089	0.182296015323	0.212907828391	0.0361255388707	0.11896256729900001	3.58987860271		v	11428	Abstract	Abstract	despise	0.04	vvg	56266
despite	0.11372474580999999	0.163044966757	0.0706258118152	0.128915682435	-0.051127102226	0.0767273567617	3.09761401735	eng	n	12443	Neither	Neither	despite	0.44	ii	695
despoiled	-0.0205871043727	0.0814151614904	-0.00078639027197	0.0192729542031	-0.027938506566	0.046255832538	0.820031875107		v	23603	Neither	Neither	despoil	0.02	vvn	70471
despondency	0.235751941801	0.20256671309500002	0.175096772612	0.187228001654	0.0799261815846	0.128003694117	1.16514773285		n	20221	Abstract	Abstract	despondency	0.01	nn1	46358
despotic	0.12254722789000001	0.201699629426	0.173515811563	0.246569998562	0.233749784529	0.147039867938	4.36944131314	eng	j	10224	Abstract	Abstract	despotic	0.01	jj	36873
despotism	0.165984034538	0.201515734196	0.17057499289500003	0.241277068853	0.23924382031	0.173721089959	5.3647845927699995		n	9037	Abstract	Abstract	despotism	0.07	nn1	36054
destination	0.169814236462	0.113172169775	0.137399069965	0.0590763296932	0.235088072717	0.12888908013699998	2.02168080304	eng	n	15628	Abstract	Abstract	destination	0.05	nn1	5562
destined	0.015784595161600003	0.07058405876160001	0.0463116485625	-0.0212939381599	0.0668654702604	0.10973868146600001	5.679431685499999		v	8726	Neither	Neither	destine	0.01	vvn	9388
destiny	0.144187003374	0.0877155810595	0.0542139206081	0.06489336118099999	0.00234876078321	0.048294775187999996	4.4720537590900005	eng	n	10075	Abstract	Neither	destiny	0.18	nn1	6900
destitute	0.0812117792666	0.178798526525	0.188052661717	0.11956776306	0.0907535143197	0.167603604495	15.1787627474		j	4499	Neither	Abstract	destitute	0.04	jj	24316
destroy	0.0642945282161	0.126622103155	-0.0963032357395	-0.004352809628470001	-0.00603946461342	0.13512150198200001	55.4293142959	eng	v	1537	Neither	Neither	destroy	0.02	vv0	3709
destroyed	-0.0697741955519	0.056604498997400006	-0.0513470228761	-0.0653561614454	-0.0061399161349999995	0.049742605537199995	40.6822986479	eng	v	2052	Neither	Neither	destroy	0.01	vvn	4312
destroyer	0.034872662276	0.0446591060608	0.012135322205700001	0.0576405767352	-0.0698827914893	0.114523481578	1.38866139062		n	18645	Neither	Neither	destroyer	0.23	nn1	21448
destroying	0.040299080312300006	0.0860097706318	-0.016594107262799997	-0.0376824066043	0.0501632448286	0.10444799438100001	12.7312064952	eng	v	5064	Neither	Neither	destroy	0.03	vvg	7564
destroys	0.125204283744	0.127698637545	0.0616752170026	0.0341372527183	0.0465627983213	0.163369737565	7.2065457119700005		v	7482	Abstract	Neither	destroy	0.02	vvz	15959
destruction	0.0957439132034	0.133610077203	0.032215069979400004	0.0160772386007	0.028419226408099997	0.08960175886749999	15.7352403803	eng	n	4372	Neither	Neither	destruction	0.03	nn1	3072
destructive	0.18504409491999999	0.272346869111	0.192074649036	0.20039276033599998	0.18057519197500002	0.188911341131	4.3472667417	eng	j	10252	Abstract	Abstract	destructive	0.02	jj	7504
detach	-0.0308767585084	-0.0238274377771	-0.137666922063	-0.0700658056885	0.0947868525983	0.054977592080800004	1.7989026549		v	16560	Neither	Neither	detach	0.04	vv0	31372
detached	-0.103561010212	-0.0977832078936	-0.104093175382	-0.118128016591	0.0680811218917	0.0314032901079	10.306507244	eng	v	5882	Neither	Neither	detached	0.02	jj	17203
detachment	-0.164876952768	-0.180359356105	-0.15250083804099998	-0.08189802616830001	0.0429166257381	-0.0133864232339	9.929938560660002	eng	n	6049	Concrete	Concrete	detachment	0.07	nn1	15561
detachments	-0.146442852914	-0.116488005965	-0.134217299521	-0.116250451655	0.09524375572799999	0.028711306862499997	2.60965101214		n	13683	Concrete	Neither	detachment	0.04	nn2	52311
detail	0.187308572233	0.106996499002	0.12389453127999998	0.128243125975	0.250089362263	0.0994883589449	9.21529388053	eng	n	6341	Abstract	Neither	detail	0.03	nn1	2742
details	0.200300917029	0.150712966919	0.15968529880000001	0.153319165111	0.285910159349	0.142745241523	1.0950298752		n	20809	Abstract	Abstract	detail	0.07	nn2	1455
detain	0.0536347366869	0.040775790810599996	-0.110145542771	-0.00875686714427	-0.0117894103751	-0.038849109783800004	8.48041501638	eng	v	6739	Neither	Neither	detain	0.0	vv0	26860
detained	-0.0493595208973	0.011415575165299998	-0.0604594349861	-0.0781303718686	0.013385662808999998	-0.0856419503689	13.2443862766		v	4942	Neither	Neither	detain	0.02	vvn	12101
detaining	0.05678661167619999	0.0422200951726	-0.0191818559542	-0.00956252322069	0.0656375512481	-0.0621787160635	2.56073771278		v	13820	Neither	Neither	detain	0.03	vvg	39012
detains	0.0332793146372	0.0031904744391799997	-0.09048027917739998	-0.064709039405	-0.09494653344149999	-0.022969068959400003	1.2456322229999999		v	19633	Neither	Neither	detain	0.04	vvz	86502
detect	0.205929040909	0.184222608804	0.09581880643960002	0.145203396678	0.160125359893	0.07178396359089999	1.4589953112399998	eng	v	18236	Abstract	Neither	detect	0.0	vv0	5493
detected	0.105910014361	0.13962116092399998	0.123622637242	0.0920527316629	0.123623196035	0.0420597400516	3.0979363071200003		v	12441	Neither	Neither	detect	0.0	vvn	8255
detection	0.2406347543	0.16864676028499997	0.16660713404400002	0.162533827126	0.199244886637	0.0529430266469	0.978267394329	eng	n	21906	Abstract	Abstract	detection	0.07	nn1	7367
detention	0.0890656076372	0.0571381207555	0.0186838749797	0.0074793031380699995	0.17227908223900001	-0.018813384696900002	1.4246253661700001		n	18438	Neither	Neither	detention	0.09	nn1	8700
deter	0.195737339556	0.200194522738	0.104491781443	0.14196866750700002	0.15124167502	0.100390713662	10.3980118916	eng	v	5848	Abstract	Neither	deter	0.01	vv0	11717
determinable	0.05707376636559999	0.0567963179201	0.06662870198490001	-0.0167772322893	0.170481488109	0.0741679705679	1.5077527820899999	eng	j	17956	Neither	Neither	determinable	0.0	jj	81704
determinate	0.135666370392	0.112903084605	0.165558747948	0.048796473071	0.17076700180799997	0.19479594379700002	5.3883073030299995	eng	j	9003	Abstract	Abstract	determinate	0.02	jj	42452
determination	0.230587586761	0.160893931985	0.158309437334	0.10990530625	0.258780613542	0.121191155165	21.0346461366	eng	n	3522	Abstract	Abstract	determination	0.02	nn1	4918
determinations	0.286708459259	0.251211158931	0.259039282799	0.177428334952	0.288729026913	0.164320901036	4.83963506429		n	9612	Abstract	Abstract	determination	0.04	nn2	25780
determine	0.18682578206099998	0.20077685266800002	0.127282135189	0.08819026127460002	0.21262266486900003	0.149892769754	56.36187850020001	eng	v	1505	Abstract	Neither	determine	0.01	vv0	1498
determined	0.141717746854	0.21603889018300002	0.15903616696599998	0.0829280279577	0.191190563142	0.12254490703299999	91.69148362969999	eng	v	921	Abstract	Abstract	determine	0.02	vvn	2219
determines	0.152939558029	0.15685941278899998	0.11932199448400001	0.0336114000529	0.14262521267	0.179469347	6.386695983080001		v	8070	Abstract	Neither	determine	0.0	vvz	9633
determining	0.201664164663	0.19680177420400002	0.203485742212	0.0790704116226	0.252647027373	0.144759185612	9.157305248130001		v	6382	Abstract	Abstract	determine	0.06	vvg	5125
deterred	0.16052377224	0.236840166151	0.17167032510000002	0.16950009763300003	0.156421169639	0.0545422360301	2.64312832648		v	13579	Abstract	Abstract	deter	0.0	vvn	25034
detest	0.20116637647100002	0.253380775452	0.140171013773	0.250413507223	0.044762119650900004	0.113218307495	4.02932768723	eng	v	10698	Abstract	Abstract	detest	0.02	vv0	38089
detestable	0.143933601678	0.27809847891399997	0.249070644379	0.275876373053	0.175582170486	0.154214501381	5.8300921827900005		j	8580	Abstract	Abstract	detestable	0.04	jj	57672
detestation	0.283527016639	0.253315538168	0.248597353697	0.318292334676	0.16551399976	0.12739276141	4.40867915063		n	10178	Abstract	Abstract	detestation	0.03	nn1	79982
detested	0.0918031968176	0.221134476364	0.15529895573799998	0.197824433446	0.061587423086199994	0.0744218565523	4.015166624669999	eng	v	10721	Neither	Abstract	detest	0.01	vvd	40328
dethrone	0.052480796352	0.132421940565	-0.0267925821245	0.0743271149695	0.0846591182054	0.05693615786730001	1.82749482125	eng	v	16428	Neither	Neither	dethrone	0.02	vv0	64892
dethroned	-0.032173470594000005	0.0993484444918	0.0441788490861	0.07386549189689999	0.06235597841440001	0.028884188272099997	1.60215371786		v	17476	Neither	Neither	dethrone	0.04	vvn	68507
dethroning	0.07847690209750001	0.148119315505	0.0872086510062	0.09134133532649999	0.15473333746200002	0.072229757905	0.743050329584		v	24617	Neither	Neither	dethrone	0.12	vvg	81368
detriment	0.167529709637	0.138031862676	0.08587428554889999	0.100386418402	0.14909410476600002	0.112573616206	5.4123775612900005	eng	n	8979	Abstract	Neither	detriment	0.0	nn1	20421
detrimental	0.15540228039	0.237949453294	0.19242967665199998	0.177426859736	0.237658225	0.123689685017	3.4298414984900005	eng	j	11717	Abstract	Abstract	detrimental	0.0	jj	14522
deuce	0.026510632596999997	-0.0601978823542	-0.0293977912515	-0.00926714995877	-0.105590067804	-0.015027302317299998	0.7797516928470001	eng	n	24154	Neither	Neither	deuce	0.63	nn1	55437
devastation	0.0415839571505	0.063135381788	0.00707164779305	0.052700875327000005	0.07526453956960001	0.102175727487	1.6339630176100002	eng	n	17323	Neither	Neither	devastation	0.03	nn1	11988
devastations	0.028086196631200003	0.0850482396782	0.023848982527900003	0.0663616843522	0.12240622192600001	0.07602642476560001	1.0712141206499999		n	21019	Neither	Neither	devastation	0.0	nn2	100185
deviate	0.20092471689	0.17990368604600002	0.09326117485760002	0.140315286815	0.145166829228	0.119833514095	3.6377640078699995	eng	v	11349	Abstract	Neither	deviate	0.01	vv0	28506
deviated	0.180379979312	0.200254373253	0.179749667645	0.15129711479	0.162159062922	0.088945697993	1.51124371116		v	17941	Abstract	Abstract	deviate	0.01	vvd	45608
deviates	0.153568558395	0.10455320402999999	0.08100243285289999	0.07450818270439999	0.120442274958	0.168047495187	0.8629169479200001		v	23079	Abstract	Neither	deviate	0.0	vvz	47910
deviating	0.22247619926999998	0.190369226039	0.175907291472	0.1582024917	0.21116040647	0.114247702062	1.2462061929600001		v	19626	Abstract	Abstract	deviate	0.1	vvg	51734
deviation	0.234165862203	0.13703917712000002	0.159987553954	0.171648353338	0.229595281184	0.145605757833	2.57572086878	eng	n	13781	Abstract	Abstract	deviation	0.06	nn1	12167
deviations	0.253508076071	0.216083846987	0.204641416668	0.175413824617	0.228469051421	0.153631024063	1.25498202956		n	19564	Abstract	Abstract	deviation	0.2	nn2	12065
device	0.04819868505	-0.0627333316952	-0.037053132429800004	-0.00793422153219	-0.0011429394289800001	0.012761927442600001	6.26420767637	eng	n	8180	Neither	Neither	device	0.03	nn1	2774
devices	0.092548713088	0.0824311599136	0.0570340212435	0.0642823278903	0.010020351503	0.038389433175300004	5.719994954140001		n	8687	Neither	Neither	device	0.04	nn2	2918
devil	-0.050555709749499994	-0.00116334750783	-0.027523715049	-0.0048224938218399994	-0.125790994614	0.09559469670050001	69.31846088	eng	n	1235	Neither	Neither	devil	0.35	nn1	4955
